unnamed: 0,time,location,source,condition,action,priority,description,value,operator,server,field time,source_sheet
,2025-10-14 14:39:52.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36.5,Froth Operator,FTESV01,2025-10-14 14:39:52.601,Sheet2
,2025-10-14 14:39:53.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-14 14:39:53.901,Sheet2
,2025-10-14 14:40:07.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35.5,Froth Operator,FTESV01,2025-10-14 14:40:07.201,Sheet2
,2025-10-14 14:40:07.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35,Froth Operator,FTESV01,2025-10-14 14:40:07.801,Sheet2
,2025-10-14 14:40:46.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35.5,Froth Operator,FTESV01,2025-10-14 14:40:46.001,Sheet2
,2025-10-14 14:40:46.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-14 14:40:46.601,Sheet2
,2025-10-14 14:42:30.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36.5,Froth Operator,FTESV01,2025-10-14 14:42:30.701,Sheet2
,2025-10-14 14:42:31.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37,Froth Operator,FTESV01,2025-10-14 14:42:31.301,Sheet2
,2025-10-14 14:42:37.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37.5,Froth Operator,FTESV01,2025-10-14 14:42:37.201,Sheet2
,2025-10-14 14:42:37.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,38,Froth Operator,FTESV01,2025-10-14 14:42:37.601,Sheet2
,2025-10-14 14:43:55.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37.5,Froth Operator,FTESV01,2025-10-14 14:43:55.401,Sheet2
,2025-10-14 14:43:55.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37,Froth Operator,FTESV01,2025-10-14 14:43:55.801,Sheet2
,2025-10-14 14:44:37.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36.5,Froth Operator,FTESV01,2025-10-14 14:44:37.701,Sheet2
,2025-10-14 14:44:38.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-14 14:44:38.601,Sheet2
,2025-10-14 14:45:14.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35.5,Froth Operator,FTESV01,2025-10-14 14:45:14.101,Sheet2
,2025-10-14 14:45:14.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35,Froth Operator,FTESV01,2025-10-14 14:45:14.601,Sheet2
,2025-10-14 14:45:24.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,34.5,Froth Operator,FTESV01,2025-10-14 14:45:24.401,Sheet2
,2025-10-14 14:45:24.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,34,Froth Operator,FTESV01,2025-10-14 14:45:24.901,Sheet2
,2025-10-14 14:45:37.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,33.5,Froth Operator,FTESV01,2025-10-14 14:45:37.601,Sheet2
,2025-10-14 14:45:38.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,33,Froth Operator,FTESV01,2025-10-14 14:45:38.201,Sheet2
,2025-10-14 14:45:47.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,32.5,Froth Operator,FTESV01,2025-10-14 14:45:47.801,Sheet2
,2025-10-14 14:45:48.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,32,Froth Operator,FTESV01,2025-10-14 14:45:48.401,Sheet2
,2025-10-14 14:45:58.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,31.5,Froth Operator,FTESV01,2025-10-14 14:45:58.001,Sheet2
,2025-10-14 14:45:58.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,31,Froth Operator,FTESV01,2025-10-14 14:45:58.501,Sheet2
,2025-10-14 14:46:07.900,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,30.5,Froth Operator,FTESV01,2025-10-14 14:46:07.900,Sheet2
,2025-10-14 14:46:08.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,30,Froth Operator,FTESV01,2025-10-14 14:46:08.401,Sheet2
,2025-10-14 14:47:02.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,29.5,Froth Operator,FTESV01,2025-10-14 14:47:02.801,Sheet2
,2025-10-14 14:47:03.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,29,Froth Operator,FTESV01,2025-10-14 14:47:03.301,Sheet2
,2025-10-14 14:47:43.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,28.5,Froth Operator,FTESV01,2025-10-14 14:47:43.301,Sheet2
,2025-10-14 14:47:43.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,28,Froth Operator,FTESV01,2025-10-14 14:47:43.601,Sheet2
,2025-10-14 14:49:37.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,27.5,Froth Operator,FTESV01,2025-10-14 14:49:37.701,Sheet2
,2025-10-14 14:49:55.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,27,Froth Operator,FTESV01,2025-10-14 14:49:55.401,Sheet2
,2025-10-14 14:49:55.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,26.5,Froth Operator,FTESV01,2025-10-14 14:49:55.501,Sheet2
,2025-10-14 14:49:57.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,27,Froth Operator,FTESV01,2025-10-14 14:49:57.201,Sheet2
,2025-10-14 14:50:31.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,26.5,Froth Operator,FTESV01,2025-10-14 14:50:31.401,Sheet2
,2025-10-14 14:50:31.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,26,Froth Operator,FTESV01,2025-10-14 14:50:31.901,Sheet2
,2025-10-14 14:51:29.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,25.5,Froth Operator,FTESV01,2025-10-14 14:51:29.801,Sheet2
,2025-10-14 14:51:30.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,25,Froth Operator,FTESV01,2025-10-14 14:51:30.301,Sheet2
,2025-10-14 14:54:24.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,25.5,Froth Operator,FTESV01,2025-10-14 14:54:24.601,Sheet2
,2025-10-14 14:54:25.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,26,Froth Operator,FTESV01,2025-10-14 14:54:25.201,Sheet2
,2025-10-14 15:00:27.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,25.5,Froth Operator,FTESV01,2025-10-14 15:00:27.901,Sheet2
,2025-10-14 15:00:28.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,25,Froth Operator,FTESV01,2025-10-14 15:00:28.401,Sheet2
,2025-10-14 15:05:11.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,25.5,Froth Operator,FTESV01,2025-10-14 15:05:11.201,Sheet2
,2025-10-14 15:05:12.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,26,Froth Operator,FTESV01,2025-10-14 15:05:12.001,Sheet2
,2025-10-14 15:05:21.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,26.5,Froth Operator,FTESV01,2025-10-14 15:05:21.801,Sheet2
,2025-10-14 15:05:22.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,27,Froth Operator,FTESV01,2025-10-14 15:05:22.401,Sheet2
,2025-10-14 15:05:38.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,27.5,Froth Operator,FTESV01,2025-10-14 15:05:38.401,Sheet2
,2025-10-14 15:05:39.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,28,Froth Operator,FTESV01,2025-10-14 15:05:39.201,Sheet2
,2025-10-14 15:05:48.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,30,Froth Operator,FTESV01,2025-10-14 15:05:48.801,Sheet2
,2025-10-14 15:05:53.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,32,Froth Operator,FTESV01,2025-10-14 15:05:53.901,Sheet2
,2025-10-14 15:06:01.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,34,Froth Operator,FTESV01,2025-10-14 15:06:01.101,Sheet2
,2025-10-14 15:06:05.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-14 15:06:05.101,Sheet2
,2025-10-14 15:06:05.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,38,Froth Operator,FTESV01,2025-10-14 15:06:05.501,Sheet2
,2025-10-14 15:06:07.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,40,Froth Operator,FTESV01,2025-10-14 15:06:07.001,Sheet2
,2025-10-14 15:07:23.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,38,Froth Operator,FTESV01,2025-10-14 15:07:23.301,Sheet2
,2025-10-14 15:08:45.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37.5,Froth Operator,FTESV01,2025-10-14 15:08:45.101,Sheet2
,2025-10-14 15:08:45.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37,Froth Operator,FTESV01,2025-10-14 15:08:45.801,Sheet2
,2025-10-14 15:08:49.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36.5,Froth Operator,FTESV01,2025-10-14 15:08:49.101,Sheet2
,2025-10-14 15:08:49.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-14 15:08:49.701,Sheet2
,2025-10-14 15:09:21.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35.5,Froth Operator,FTESV01,2025-10-14 15:09:21.301,Sheet2
,2025-10-14 15:09:21.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35,Froth Operator,FTESV01,2025-10-14 15:09:21.801,Sheet2
,2025-10-14 15:12:54.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,34.5,Froth Operator,FTESV01,2025-10-14 15:12:54.401,Sheet2
,2025-10-14 15:12:54.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,34,Froth Operator,FTESV01,2025-10-14 15:12:54.901,Sheet2
,2025-10-14 15:13:19.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,33.5,Froth Operator,FTESV01,2025-10-14 15:13:19.501,Sheet2
,2025-10-14 15:13:20.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,33,Froth Operator,FTESV01,2025-10-14 15:13:20.301,Sheet2
,2025-10-14 15:14:44.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,32.5,Froth Operator,FTESV01,2025-10-14 15:14:44.101,Sheet2
,2025-10-14 15:14:44.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,32,Froth Operator,FTESV01,2025-10-14 15:14:44.401,Sheet2
,2025-10-14 15:14:44.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,31.5,Froth Operator,FTESV01,2025-10-14 15:14:44.601,Sheet2
,2025-10-14 15:14:46.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,32,Froth Operator,FTESV01,2025-10-14 15:14:46.601,Sheet2
,2025-10-14 15:44:15.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,34,Froth Operator,FTESV01,2025-10-14 15:44:15.301,Sheet2
,2025-10-14 15:44:16.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-14 15:44:16.601,Sheet2
,2025-10-14 15:44:19.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,38,Froth Operator,FTESV01,2025-10-14 15:44:19.501,Sheet2
,2025-10-14 15:46:54.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37.5,Froth Operator,FTESV01,2025-10-14 15:46:54.601,Sheet2
,2025-10-14 15:46:55.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37,Froth Operator,FTESV01,2025-10-14 15:46:55.301,Sheet2
,2025-10-14 15:48:30.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36.5,Froth Operator,FTESV01,2025-10-14 15:48:30.901,Sheet2
,2025-10-14 15:48:31.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-14 15:48:31.401,Sheet2
,2025-10-14 16:00:42.301,TSRU_2_STG_Tail,270FIC4162,CHANGE,,,PIDA.OP,8,Froth Operator,FTESV01,2025-10-14 16:00:42.301,Sheet2
,2025-10-14 16:00:43.801,TSRU_2_STG_Tail,270FIC4162,CHANGE,,,PIDA.OP,6,Froth Operator,FTESV01,2025-10-14 16:00:43.801,Sheet2
,2025-10-14 16:00:47.001,TSRU_2_STG_Tail,270FIC4162,CHANGE,,,PIDA.OP,4,Froth Operator,FTESV01,2025-10-14 16:00:47.001,Sheet2
,2025-10-14 16:00:48.401,TSRU_2_STG_Tail,270FIC4162,CHANGE,,,PIDA.OP,2,Froth Operator,FTESV01,2025-10-14 16:00:48.401,Sheet2
,2025-10-14 16:00:48.901,TSRU_2_STG_Tail,270FIC4162,CHANGE,,,PIDA.OP,0,Froth Operator,FTESV01,2025-10-14 16:00:48.901,Sheet2
,2025-10-14 17:50:31.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,38,Froth Operator,FTESV01,2025-10-14 17:50:31.301,Sheet2
,2025-10-14 17:50:33.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,38.5,Froth Operator,FTESV01,2025-10-14 17:50:33.301,Sheet2
,2025-10-14 17:50:33.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,39,Froth Operator,FTESV01,2025-10-14 17:50:33.801,Sheet2
,2025-10-14 17:50:56.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,41,Froth Operator,FTESV01,2025-10-14 17:50:56.001,Sheet2
,2025-10-14 17:51:06.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,40.5,Froth Operator,FTESV01,2025-10-14 17:51:06.401,Sheet2
,2025-10-14 17:51:06.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,40,Froth Operator,FTESV01,2025-10-14 17:51:06.801,Sheet2
,2025-10-14 17:51:55.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,39.5,Froth Operator,FTESV01,2025-10-14 17:51:55.701,Sheet2
,2025-10-14 17:51:56.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,39,Froth Operator,FTESV01,2025-10-14 17:51:56.201,Sheet2
,2025-10-14 17:58:21.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,38.5,Froth Operator,FTESV01,2025-10-14 17:58:21.201,Sheet2
,2025-10-14 17:58:21.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,38,Froth Operator,FTESV01,2025-10-14 17:58:21.501,Sheet2
,2025-10-14 18:05:17.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-14 18:05:17.401,Sheet2
,2025-10-14 18:09:13.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35.5,Froth Operator,FTESV01,2025-10-14 18:09:13.301,Sheet2
,2025-10-14 18:09:13.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35,Froth Operator,FTESV01,2025-10-14 18:09:13.701,Sheet2
,2025-10-14 18:14:38.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35.5,Froth Operator,FTESV01,2025-10-14 18:14:38.901,Sheet2
,2025-10-14 18:14:39.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-14 18:14:39.201,Sheet2
,2025-10-14 18:14:44.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36.5,Froth Operator,FTESV01,2025-10-14 18:14:44.201,Sheet2
,2025-10-14 18:14:44.700,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37,Froth Operator,FTESV01,2025-10-14 18:14:44.700,Sheet2
,2025-10-14 18:15:58.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37.5,Froth Operator,FTESV01,2025-10-14 18:15:58.901,Sheet2
,2025-10-14 18:46:22.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37,Froth Operator,FTESV01,2025-10-14 18:46:22.601,Sheet2
,2025-10-14 19:41:13.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35,Froth Operator,FTESV01,2025-10-14 19:41:13.401,Sheet2
,2025-10-14 19:41:14.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,33,Froth Operator,FTESV01,2025-10-14 19:41:14.201,Sheet2
,2025-10-14 19:42:18.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,31,Froth Operator,FTESV01,2025-10-14 19:42:18.501,Sheet2
,2025-10-14 19:42:19.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,29,Froth Operator,FTESV01,2025-10-14 19:42:19.801,Sheet2
,2025-10-14 19:42:29.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,27,Froth Operator,FTESV01,2025-10-14 19:42:29.501,Sheet2
,2025-10-14 19:42:29.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,25,Froth Operator,FTESV01,2025-10-14 19:42:29.701,Sheet2
,2025-10-14 19:42:30.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,23,Froth Operator,FTESV01,2025-10-14 19:42:30.301,Sheet2
,2025-10-14 19:42:30.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,21,Froth Operator,FTESV01,2025-10-14 19:42:30.501,Sheet2
,2025-10-14 19:42:30.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,19,Froth Operator,FTESV01,2025-10-14 19:42:30.801,Sheet2
,2025-10-14 19:42:37.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,17,Froth Operator,FTESV01,2025-10-14 19:42:37.401,Sheet2
,2025-10-14 19:42:37.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,15,Froth Operator,FTESV01,2025-10-14 19:42:37.901,Sheet2
,2025-10-14 19:42:38.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,13,Froth Operator,FTESV01,2025-10-14 19:42:38.501,Sheet2
,2025-10-14 19:42:40.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,11,Froth Operator,FTESV01,2025-10-14 19:42:40.201,Sheet2
,2025-10-14 19:42:50.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,10,Froth Operator,FTESV01,2025-10-14 19:42:50.101,Sheet2
,2025-10-14 19:43:27.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,8,Froth Operator,FTESV01,2025-10-14 19:43:27.401,Sheet2
,2025-10-14 21:08:59.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,10,Froth Operator,FTESV01,2025-10-14 21:08:59.801,Sheet2
,2025-10-14 21:10:31.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,12,Froth Operator,FTESV01,2025-10-14 21:10:31.701,Sheet2
,2025-10-14 21:10:32.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,14,Froth Operator,FTESV01,2025-10-14 21:10:32.201,Sheet2
,2025-10-14 21:10:33.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,16,Froth Operator,FTESV01,2025-10-14 21:10:33.201,Sheet2
,2025-10-14 21:10:34.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,18,Froth Operator,FTESV01,2025-10-14 21:10:34.201,Sheet2
,2025-10-14 21:10:36.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,20,Froth Operator,FTESV01,2025-10-14 21:10:36.401,Sheet2
,2025-10-14 21:11:08.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,22,Froth Operator,FTESV01,2025-10-14 21:11:08.201,Sheet2
,2025-10-14 21:11:11.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,24,Froth Operator,FTESV01,2025-10-14 21:11:11.501,Sheet2
,2025-10-14 21:11:14.700,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,26,Froth Operator,FTESV01,2025-10-14 21:11:14.700,Sheet2
,2025-10-14 21:11:16.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,28,Froth Operator,FTESV01,2025-10-14 21:11:16.201,Sheet2
,2025-10-14 21:11:21.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,30,Froth Operator,FTESV01,2025-10-14 21:11:21.901,Sheet2
,2025-10-14 21:11:22.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,32,Froth Operator,FTESV01,2025-10-14 21:11:22.801,Sheet2
,2025-10-14 21:11:30.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,34,Froth Operator,FTESV01,2025-10-14 21:11:30.301,Sheet2
,2025-10-14 21:11:33.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-14 21:11:33.601,Sheet2
,2025-10-14 21:11:53.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35.5,Froth Operator,FTESV01,2025-10-14 21:11:53.301,Sheet2
,2025-10-14 21:11:53.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35,Froth Operator,FTESV01,2025-10-14 21:11:53.801,Sheet2
,2025-10-14 21:12:14.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35.5,Froth Operator,FTESV01,2025-10-14 21:12:14.701,Sheet2
,2025-10-14 21:12:15.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-14 21:12:15.201,Sheet2
,2025-10-14 21:12:18.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36.5,Froth Operator,FTESV01,2025-10-14 21:12:18.701,Sheet2
,2025-10-14 21:12:51.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37,Froth Operator,FTESV01,2025-10-14 21:12:51.101,Sheet2
,2025-10-14 21:12:51.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37.5,Froth Operator,FTESV01,2025-10-14 21:12:51.301,Sheet2
,2025-10-14 21:13:21.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,39.5,Froth Operator,FTESV01,2025-10-14 21:13:21.401,Sheet2
,2025-10-14 21:13:24.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,40,Froth Operator,FTESV01,2025-10-14 21:13:24.901,Sheet2
,2025-10-14 21:13:25.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,40.5,Froth Operator,FTESV01,2025-10-14 21:13:25.401,Sheet2
,2025-10-14 21:13:27.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,40,Froth Operator,FTESV01,2025-10-14 21:13:27.101,Sheet2
,2025-10-14 21:14:03.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,42,Froth Operator,FTESV01,2025-10-14 21:14:03.501,Sheet2
,2025-10-14 21:14:04.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,44,Froth Operator,FTESV01,2025-10-14 21:14:04.901,Sheet2
,2025-10-14 21:14:12.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,42,Froth Operator,FTESV01,2025-10-14 21:14:12.801,Sheet2
,2025-10-14 21:18:28.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,41.5,Froth Operator,FTESV01,2025-10-14 21:18:28.101,Sheet2
,2025-10-14 21:18:28.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,41,Froth Operator,FTESV01,2025-10-14 21:18:28.701,Sheet2
,2025-10-14 21:19:44.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,40.5,Froth Operator,FTESV01,2025-10-14 21:19:44.501,Sheet2
,2025-10-14 21:19:44.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,40,Froth Operator,FTESV01,2025-10-14 21:19:44.801,Sheet2
,2025-10-14 21:22:15.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,39.5,Froth Operator,FTESV01,2025-10-14 21:22:15.401,Sheet2
,2025-10-14 21:22:15.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,39,Froth Operator,FTESV01,2025-10-14 21:22:15.701,Sheet2
,2025-10-14 21:25:18.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,38.5,Froth Operator,FTESV01,2025-10-14 21:25:18.401,Sheet2
,2025-10-14 21:25:18.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,38,Froth Operator,FTESV01,2025-10-14 21:25:18.701,Sheet2
,2025-10-14 21:27:30.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37.5,Froth Operator,FTESV01,2025-10-14 21:27:30.301,Sheet2
,2025-10-14 21:27:30.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,37,Froth Operator,FTESV01,2025-10-14 21:27:30.901,Sheet2
,2025-10-14 21:30:11.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36.5,Froth Operator,FTESV01,2025-10-14 21:30:11.501,Sheet2
,2025-10-14 21:30:11.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,36,Froth Operator,FTESV01,2025-10-14 21:30:11.801,Sheet2
,2025-10-14 21:30:12.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35.5,Froth Operator,FTESV01,2025-10-14 21:30:12.301,Sheet2
,2025-10-14 21:30:21.001,Froth_Htrs,250FIC4001,CHANGE,,,PIDA.OP,31.5,Froth Operator,FTESV01,2025-10-14 21:30:21.001,Sheet2
,2025-10-14 21:33:47.700,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,35,Froth Operator,FTESV01,2025-10-14 21:33:47.700,Sheet2
,2025-10-14 21:33:48.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,34.5,Froth Operator,FTESV01,2025-10-14 21:33:48.601,Sheet2
,2025-10-14 21:33:49.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,34,Froth Operator,FTESV01,2025-10-14 21:33:49.001,Sheet2
,2025-10-14 21:36:58.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,33.5,Froth Operator,FTESV01,2025-10-14 21:36:58.401,Sheet2
,2025-10-14 21:36:58.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,33,Froth Operator,FTESV01,2025-10-14 21:36:58.701,Sheet2
,2025-10-14 21:36:59.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,32.5,Froth Operator,FTESV01,2025-10-14 21:36:59.201,Sheet2
,2025-10-14 21:37:00.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,33,Froth Operator,FTESV01,2025-10-14 21:37:00.801,Sheet2
,2025-10-14 21:41:34.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,32.5,Froth Operator,FTESV01,2025-10-14 21:41:34.101,Sheet2
,2025-10-14 21:41:34.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,32,Froth Operator,FTESV01,2025-10-14 21:41:34.501,Sheet2
