unnamed: 0,time,location,source,condition,action,priority,description,value,operator,server,field time,source_sheet
,2025-10-15 07:36:38.801,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,27,Froth Operator,FTESV01,2025-10-15 07:36:38.801,Sheet2
,2025-10-15 07:36:40.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,26.5,Froth Operator,FTESV01,2025-10-15 07:36:40.201,Sheet2
,2025-10-15 07:36:40.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,26,Froth Operator,FTESV01,2025-10-15 07:36:40.701,Sheet2
,2025-10-15 07:43:56.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,25.5,Froth Operator,FTESV01,2025-10-15 07:43:56.401,Sheet2
,2025-10-15 07:43:56.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,25,Froth Operator,FTESV01,2025-10-15 07:43:56.901,Sheet2
,2025-10-15 07:45:15.602,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,24.5,Froth Operator,FTESV01,2025-10-15 07:45:15.602,Sheet2
,2025-10-15 07:45:16.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,24,Froth Operator,FTESV01,2025-10-15 07:45:16.201,Sheet2
,2025-10-15 07:45:18.300,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,23.5,Froth Operator,FTESV01,2025-10-15 07:45:18.300,Sheet2
,2025-10-15 07:45:18.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,23,Froth Operator,FTESV01,2025-10-15 07:45:18.701,Sheet2
,2025-10-15 07:46:31.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,22.5,Froth Operator,FTESV01,2025-10-15 07:46:31.001,Sheet2
,2025-10-15 07:46:31.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,22,Froth Operator,FTESV01,2025-10-15 07:46:31.401,Sheet2
,2025-10-15 08:08:45.800,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,21.5,Froth Operator,FTESV01,2025-10-15 08:08:45.800,Sheet2
,2025-10-15 08:08:46.401,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,21,Froth Operator,FTESV01,2025-10-15 08:08:46.401,Sheet2
,2025-10-15 08:10:01.401,RCW_Distrib_250,250PIC4091,CHANGE,,,pida.op,20,Froth Operator,FTESV01,2025-10-15 08:10:01.401,Sheet2
,2025-10-15 08:10:57.901,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,19,Froth Operator,FTESV01,2025-10-15 08:10:57.901,Sheet2
,2025-10-15 08:17:15.101,SRU_Column,260FIC4109,CHANGE,,,PIDA.OP,10,Froth Operator,FTESV01,2025-10-15 08:17:15.101,Sheet2
,2025-10-15 08:17:24.401,SRU_Column,260FIC4108,CHANGE,,,PIDA.OP,10,Froth Operator,FTESV01,2025-10-15 08:17:24.401,Sheet2
,2025-10-15 08:18:42.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,21,Froth Operator,FTESV01,2025-10-15 08:18:42.001,Sheet2
,2025-10-15 08:59:57.201,RCW_Distrib_250,250PIC4091,CHANGE,,,pida.op,18,Froth Operator,FTESV01,2025-10-15 08:59:57.201,Sheet2
,2025-10-15 08:59:57.801,RCW_Distrib_250,250PIC4091,CHANGE,,,pida.op,16,Froth Operator,FTESV01,2025-10-15 08:59:57.801,Sheet2
,2025-10-15 08:59:58.801,RCW_Distrib_250,250PIC4091,CHANGE,,,pida.op,14,Froth Operator,FTESV01,2025-10-15 08:59:58.801,Sheet2
,2025-10-15 08:59:59.601,RCW_Distrib_250,250PIC4091,CHANGE,,,pida.op,12,Froth Operator,FTESV01,2025-10-15 08:59:59.601,Sheet2
,2025-10-15 09:00:00.301,RCW_Distrib_250,250PIC4091,CHANGE,,,pida.op,10,Froth Operator,FTESV01,2025-10-15 09:00:00.301,Sheet2
,2025-10-15 09:06:09.901,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,28.1474,Froth Operator,FTESV01,2025-10-15 09:06:09.901,Sheet2
,2025-10-15 09:06:12.201,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,30.1474,Froth Operator,FTESV01,2025-10-15 09:06:12.201,Sheet2
,2025-10-15 09:06:23.601,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,32.1474,Froth Operator,FTESV01,2025-10-15 09:06:23.601,Sheet2
,2025-10-15 09:07:10.301,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,34.1474,Froth Operator,FTESV01,2025-10-15 09:07:10.301,Sheet2
,2025-10-15 09:08:37.401,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,36.1474,Froth Operator,FTESV01,2025-10-15 09:08:37.401,Sheet2
,2025-10-15 09:08:46.201,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,38.1474,Froth Operator,FTESV01,2025-10-15 09:08:46.201,Sheet2
,2025-10-15 09:09:22.301,RCW_Distrib_250,250PIC4091,CHANGE,,,pida.op,8,Froth Operator,FTESV01,2025-10-15 09:09:22.301,Sheet2
,2025-10-15 09:09:26.101,RCW_Distrib_250,250PIC4091,CHANGE,,,pida.op,6,Froth Operator,FTESV01,2025-10-15 09:09:26.101,Sheet2
,2025-10-15 09:10:29.101,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,40,Froth Operator,FTESV01,2025-10-15 09:10:29.101,Sheet2
,2025-10-15 09:11:30.501,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,23,Froth Operator,FTESV01,2025-10-15 09:11:30.501,Sheet2
,2025-10-15 09:11:38.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,25,Froth Operator,FTESV01,2025-10-15 09:11:38.001,Sheet2
,2025-10-15 09:20:12.701,RCW_Distrib_250,250PIC4091,CHANGE,,,pida.op,4,Froth Operator,FTESV01,2025-10-15 09:20:12.701,Sheet2
,2025-10-15 09:20:13.901,RCW_Distrib_250,250PIC4091,CHANGE,,,pida.op,2,Froth Operator,FTESV01,2025-10-15 09:20:13.901,Sheet2
,2025-10-15 09:24:37.300,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,34.7315,Froth Operator,FTESV01,2025-10-15 09:24:37.300,Sheet2
,2025-10-15 09:24:37.601,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,32.7315,Froth Operator,FTESV01,2025-10-15 09:24:37.601,Sheet2
,2025-10-15 09:27:48.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,25.5,Froth Operator,FTESV01,2025-10-15 09:27:48.701,Sheet2
,2025-10-15 09:27:50.201,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,26,Froth Operator,FTESV01,2025-10-15 09:27:50.201,Sheet2
,2025-10-15 09:53:14.101,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,26.5,Froth Operator,FTESV01,2025-10-15 09:53:14.101,Sheet2
,2025-10-15 09:53:14.700,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,27,Froth Operator,FTESV01,2025-10-15 09:53:14.700,Sheet2
,2025-10-15 09:58:04.701,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,27.5,Froth Operator,FTESV01,2025-10-15 09:58:04.701,Sheet2
,2025-10-15 09:58:05.001,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,28,Froth Operator,FTESV01,2025-10-15 09:58:05.001,Sheet2
,2025-10-15 09:58:23.301,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,27.5,Froth Operator,FTESV01,2025-10-15 09:58:23.301,Sheet2
,2025-10-15 09:58:23.601,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,28,Froth Operator,FTESV01,2025-10-15 09:58:23.601,Sheet2
,2025-10-15 09:58:27.200,Froth_Feed,250PIC4025,CHANGE,,,PIDA.OP,28,Froth Operator,FTESV01,2025-10-15 09:58:27.200,Sheet2
,2025-10-15 10:03:11.501,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,17.2841,Froth Operator,FTESV01,2025-10-15 10:03:11.501,Sheet2
,2025-10-15 10:03:14.301,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,15.2841,Froth Operator,FTESV01,2025-10-15 10:03:14.301,Sheet2
,2025-10-15 10:03:18.401,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,13.2841,Froth Operator,FTESV01,2025-10-15 10:03:18.401,Sheet2
,2025-10-15 10:03:23.001,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,11.2841,Froth Operator,FTESV01,2025-10-15 10:03:23.001,Sheet2
,2025-10-15 10:03:26.701,TSRU_Feed,250FIC4655,CHANGE,,,PIDA.OP,9.28411,Froth Operator,FTESV01,2025-10-15 10:03:26.701,Sheet2
,2025-10-15 10:10:12.601,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,2,Froth Operator,FTESV01,2025-10-15 10:10:12.601,Sheet2
,2025-10-15 10:10:13.201,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,4,Froth Operator,FTESV01,2025-10-15 10:10:13.201,Sheet2
,2025-10-15 10:10:13.701,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,6,Froth Operator,FTESV01,2025-10-15 10:10:13.701,Sheet2
,2025-10-15 10:10:14.201,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,8,Froth Operator,FTESV01,2025-10-15 10:10:14.201,Sheet2
,2025-10-15 10:10:15.001,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,10,Froth Operator,FTESV01,2025-10-15 10:10:15.001,Sheet2
,2025-10-15 10:10:21.001,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,12,Froth Operator,FTESV01,2025-10-15 10:10:21.001,Sheet2
,2025-10-15 10:10:22.401,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,14,Froth Operator,FTESV01,2025-10-15 10:10:22.401,Sheet2
,2025-10-15 10:10:52.901,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,16,Froth Operator,FTESV01,2025-10-15 10:10:52.901,Sheet2
,2025-10-15 10:11:38.901,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,18,Froth Operator,FTESV01,2025-10-15 10:11:38.901,Sheet2
,2025-10-15 10:11:39.800,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,20,Froth Operator,FTESV01,2025-10-15 10:11:39.800,Sheet2
,2025-10-15 10:12:55.501,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,22,Froth Operator,FTESV01,2025-10-15 10:12:55.501,Sheet2
,2025-10-15 10:12:56.901,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,24,Froth Operator,FTESV01,2025-10-15 10:12:56.901,Sheet2
,2025-10-15 10:13:04.801,TSRU_2_STG_Tail,270FIC4162,CHANGE,,,PIDA.OP,2,Froth Operator,FTESV01,2025-10-15 10:13:04.801,Sheet2
,2025-10-15 10:13:05.301,TSRU_2_STG_Tail,270FIC4162,CHANGE,,,PIDA.OP,4,Froth Operator,FTESV01,2025-10-15 10:13:05.301,Sheet2
,2025-10-15 10:13:05.801,TSRU_2_STG_Tail,270FIC4162,CHANGE,,,PIDA.OP,6,Froth Operator,FTESV01,2025-10-15 10:13:05.801,Sheet2
,2025-10-15 10:13:06.301,TSRU_2_STG_Tail,270FIC4162,CHANGE,,,PIDA.OP,8,Froth Operator,FTESV01,2025-10-15 10:13:06.301,Sheet2
,2025-10-15 10:13:07.001,TSRU_2_STG_Tail,270FIC4162,CHANGE,,,PIDA.OP,10,Froth Operator,FTESV01,2025-10-15 10:13:07.001,Sheet2
,2025-10-15 10:13:35.700,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,23.5,Froth Operator,FTESV01,2025-10-15 10:13:35.700,Sheet2
,2025-10-15 10:13:36.200,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,23,Froth Operator,FTESV01,2025-10-15 10:13:36.200,Sheet2
,2025-10-15 10:13:40.201,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,22.5,Froth Operator,FTESV01,2025-10-15 10:13:40.201,Sheet2
,2025-10-15 10:13:40.601,TSRU_1_STG_Tail,270FIC4161,CHANGE,,,pida.op,22,Froth Operator,FTESV01,2025-10-15 10:13:40.601,Sheet2
,2025-10-15 10:14:26.901,TSRU_2_STG_Tail,270FIC4162,CHANGE,,,PIDA.OP,12,Froth Operator,FTESV01,2025-10-15 10:14:26.901,Sheet2
,2025-10-15 10:14:27.901,TSRU_2_STG_Tail,270FIC4162,CHANGE,,,PIDA.OP,14,Froth Operator,FTESV01,2025-10-15 10:14:27.901,Sheet2
,2025-10-15 10:15:37.601,TSRU_2_STG_Tail,270FIC4162,CHANGE,,,PIDA.OP,16,Froth Operator,FTESV01,2025-10-15 10:15:37.601,Sheet2
